Analyseoppdrag	Prøvenr	Tekst på flaska	Stasjonskode	Stasjonsnavn
930-7921	DOM11789	1805-3-4 Storvatnet	1805-3-4	Storvatnet
930-7921	DOM11790	1805-1-7 Vestfjordvatnan	1805-1-7	Vestfjordvatnan
930-7921	DOM11791	1805-1-14 Søsterbekkvatnan	1805-1-14	Søsterbekkvatnan
930-7922	DOM11811	1833-1-15 Steinbekktjørna	1833-1-15	Steinbekktjørna
930-7922	DOM11812	1833-3-1 Store Blerekvatnet	1833-3-1	Store Blerekvatnet
930-7922	DOM11813	1833-1-13 HOH 752	1833-1-13	HOH 752
930-7922	DOM11814	1833-1-19 HOH 1034	1833-1-19	HOH 1034
930-7922	DOM11815	1833-1-16 HOH 695	1833-1-16	HOH 695
930-7923	DOM11816	1833-1-15 Steinbekktjørna	1833-1-15	Steinbekktjørna
930-7923	DOM11817	1833-3-1 Store Blerekvatnet	1833-3-1	Store Blerekvatnet
930-7923	DOM11818	1833-1-13 HOH 752	1833-1-13	HOH 752
930-7923	DOM11819	1833-1-19 HOH 1034	1833-1-19	HOH 1034
930-7923	DOM11820	1833-1-16 HOH 695	1833-1-16	HOH 695
930-7924	DOM11824	1836-3-2 Gjervalvatnet	1836-3-2	Gjervalvatnet
930-7924	DOM11825	1836-1-21 HOH 662	1836-1-21	HOH 662
930-7924	DOM11826	1836-2-14 Storvatnet	1836-2-14	Storvatnet
930-7925	DOM11821	1836-3-2 Gjervalvatnet	1836-3-2	Gjervalvatnet
930-7925	DOM11822	1836-1-21 HOH 662	1836-1-21	HOH 662
930-7925	DOM11823	1836-2-14 Storvatnet	1836-2-14	Storvatnet
930-7927	DOM11827	1840-601 Kjemåvatn	1840-601	Kjemåvatn
930-7927	DOM11828	1840-3-7 Solvågvatnet	1840-3-7	Solvågvatnet
930-7927	DOM11829	1840-3-9 Store Rosna	1840-3-9	Store Rosna
930-7927	DOM11830	1840-1-4 HOH 725	1840-1-4	HOH 725
930-7927	DOM11831	1840-1-1 HOH 757	1840-1-1	HOH 757
930-7928	DOM11832	1840-601 Kjemåvatn	1840-601	Kjemåvatn
930-7928	DOM11833	1840-3-7 Solvågvatnet	1840-3-7	Solvågvatnet
930-7928	DOM11834	1840-3-9 Store Rosna	1840-3-9	Store Rosna
930-7928	DOM11835	1840-1-4 HOH 725	1840-1-4	HOH 725
930-7928	DOM11836	1840-1-1 HOH 757	1840-1-1	HOH 757
930-7929	DOM11837	1842-2-7 Storoksvatnet	1842-2-7	Storoksvatnet
930-7929	DOM11838	1842-2-6 HOH 162	1842-2-6	HOH 162
930-7929	DOM11839	1842-3-14 HOH 472	1842-3-14	HOH 472
930-7930	DOM11840	1842-2-7 Storoksvatnet	1842-2-7	Storoksvatnet
930-7930	DOM11841	1842-2-6 HOH 162	1842-2-6	HOH 162
930-7930	DOM11842	1842-3-14 HOH 472	1842-3-14	HOH 472
930-7931	DOM11845	1870-2-1 Langvatnet	1870-2-1	Langvatnet
930-7931	DOM11846	1870-2-20 Kjerringnesdalsvatn	1870-2-20	Kjerringnesdalsvatn
930-7932	DOM11843	1870-2-1 Langvatnet	1870-2-1	Langvatnet
930-7932	DOM11844	1870-2-20 Kjerringnesdalsvatn	1870-2-20	Kjerringnesdalsvatn
930-7933	DOM11850	1848-2-4 Synstelvvatn	1848-2-4	Synstelvvatn
930-7933	DOM11851	1848-2-10 HOH 281	1848-2-10	HOH 281
930-7933	DOM11852	1848-2-15 Breiddalsvatnan	1848-2-15	Breiddalsvatnan
930-7934	DOM11847	1848-2-4 Synstelvvatn	1848-2-4	Synstelvvatn
930-7934	DOM11848	1848-2-10 HOH 281	1848-2-10	HOH 281
930-7934	DOM11849	1848-2-15 Breiddalsvatnan	1848-2-15	Breiddalsvatnan
930-7935	DOM11853	1812-1-12 Gjerdevatnet	1812-1-12	Gjerdevatnet
930-7936	DOM11854	1812-1-12 Gjerdevatnet	1812-1-12	Gjerdevatnet
930-7937	DOM11855	1845-2-21 HOH 903	1845-2-21	HOH 903
930-7937	DOM11856	1845-2-2 Hurrejavrrazat	1845-2-2	Hurrejavrrazat
930-7938	DOM11857	1845-2-21 HOH 903	1845-2-21	HOH 903
930-7938	DOM11858	1845-2-2 Hurrejavrrazat	1845-2-2	Hurrejavrrazat
930-7939	DOM11859	1850-3-11 Hievstenjavri	1850-3-11	Hievstenjavri
930-7939	DOM11860	1850-2-19 Storvatnet	1850-2-19	Storvatnet
930-7939	DOM11861	1850-2-12 HOH 880	1850-2-12	HOH 880
930-7940	DOM11862	1850-3-11 Hievstenjavri	1850-3-11	Hievstenjavri
930-7940	DOM11863	1850-2-19 Storvatnet	1850-2-19	Storvatnet
930-7940	DOM11864	1850-2-12 HOH 880	1850-2-12	HOH 880
930-7941	DOM11865	1824-2-25 HOH 444	1824-2-25	HOH 444
930-7941	DOM11866	1824-1-17 Kottjørna	1824-1-17	Kottjørna
930-7941	DOM11867	1824-1-3 HOH 864	1824-1-3	HOH 864
930-7941	DOM11868	1824-1-6 HOH 821	1824-1-6	HOH 821
930-7942	DOM11869	1824-2-25 HOH 444	1824-2-25	HOH 444
930-7942	DOM11870	1824-1-17 Kottjørna	1824-1-17	Kottjørna
930-7942	DOM11871	1824-1-3 HOH 864	1824-1-3	HOH 864
930-7942	DOM11872	1824-1-6 HOH 821	1824-1-6	HOH 821
930-7943	DOM11873	1428-2-32 Sætrevatnet	1428-2-32	Sætrevatnet
930-7943	DOM11874	1428-3-7 Hærlandsvatnet	1428-3-7	Hærlandsvatnet
930-7943	DOM11875	1428-1-18 Tobbedalsvatnet	1428-1-18	Tobbedalsvatnet
930-7944	DOM11876	1428-2-32 Sætrevatnet	1428-2-32	Sætrevatnet
930-7944	DOM11877	1428-3-7 Hærlandsvatnet	1428-3-7	Hærlandsvatnet
930-7944	DOM11878	1428-1-18 Tobbedalsvatnet	1428-1-18	Tobbedalsvatnet
930-7945	DOM11879	1421-1-11 HOH 1036	1421-1-11	HOH 1036
930-7945	DOM11880	1421-3-30 Hednedalsvatnet	1421-3-30	Hednedalsvatnet
930-7945	DOM11881	1421-1-26 Øvre Leitevatnet	1421-1-26	Øvre Leitevatnet
930-7945	DOM11882	1421-2-31 Sleipåvotni	1421-2-31	Sleipåvotni
930-7945	DOM11883	1421-3-26 Norddalsvatnet	1421-3-26	Norddalsvatnet
930-7945	DOM11884	1421-3-24 HOH 1455	1421-3-24	HOH 1455
930-7945	DOM11885	1421-3-13 Store Liavatnet	1421-3-13	Store Liavatnet
930-7945	DOM11886	1421-2-15 Øv.Sleipåvotni	1421-2-15	Øv.Sleipåvotni
930-7945	DOM11887	1421-1-34 HOH 1530	1421-1-34	HOH 1530
930-7946	DOM11888	1421-1-11 HOH 1036	1421-1-11	HOH 1036
930-7946	DOM11889	1421-3-30 Hednedalsvatnet	1421-3-30	Hednedalsvatnet
930-7946	DOM11890	1421-1-26 Øvre Leitevatnet	1421-1-26	Øvre Leitevatnet
930-7946	DOM11891	1421-2-31 Sleipåvotni	1421-2-31	Sleipåvotni
930-7946	DOM11892	1421-3-26 Norddalsvatnet	1421-3-26	Norddalsvatnet
930-7946	DOM11893	1421-3-24 HOH 1455	1421-3-24	HOH 1455
930-7946	DOM11894	1421-3-13 Store Liavatnet	1421-3-13	Store Liavatnet
930-7946	DOM11895	1421-2-15 Øv.Sleipåvotni	1421-2-15	Øv.Sleipåvotni
930-7946	DOM11896	1421-1-34 HOH 1530	1421-1-34	HOH 1530
930-7948	DOM11897	1438-3-1 Handklevatnet	1438-3-1	Handklevatnet
930-7948	DOM11898	1438-1-16 HOH 770	1438-1-16	HOH 770
930-7948	DOM11899	1438-2-59 Sørdalsvatnet	1438-2-59	Sørdalsvatnet
930-7948	DOM11900	1438-2-23 L. Snønykevatnet	1438-2-23	L. Snønykevatnet
930-7949	DOM11901	1438-3-1 Handklevatnet	1438-3-1	Handklevatnet
930-7949	DOM11902	1438-1-16 HOH 770	1438-1-16	HOH 770
930-7949	DOM11903	1438-2-59 Sørdalsvatnet	1438-2-59	Sørdalsvatnet
930-7949	DOM11904	1438-2-23 L. Snønykevatnet	1438-2-23	L. Snønykevatnet
930-7950	DOM11905	1443-1-40 Byrjevatnet	1443-1-40	Byrjevatnet
930-7951	DOM11906	1443-1-40 Byrjevatnet	1443-1-40	Byrjevatnet
930-7952	DOM11909	1429-2-10 Botnatjørna	1429-2-10	Botnatjørna
930-7952	DOM11910	1429-3-22 Langesjøen	1429-3-22	Langesjøen
930-7953	DOM11907	1429-2-10 Botnatjørna	1429-2-10	Botnatjørna
930-7953	DOM11908	1429-3-22 Langesjøen	1429-3-22	Langesjøen
930-7954	DOM11911	1401-1-8 Urdavatnet	1401-1-8	Urdavatnet
930-7954	DOM11912	1401-1-27 HOH 530	1401-1-27	HOH 530
930-7954	DOM11913	1401-1-35 Rundedalsvatnet	1401-1-35	Rundedalsvatnet
930-7955	DOM11914	1401-1-8 Urdavatnet	1401-1-8	Urdavatnet
930-7955	DOM11915	1401-1-27 HOH 530	1401-1-27	HOH 530
930-7955	DOM11916	1401-1-35 Rundedalsvatnet	1401-1-35	Rundedalsvatnet
930-7956	DOM11922	1432-2-20 Steinbotsvatna	1432-2-20	Steinbotsvatna
930-7956	DOM11923	1432-1-25 Nes-Isvatnet	1432-1-25	Nes-Isvatnet
930-7956	DOM11924	1432-3-15 Gjerlands-Isvatnet	1432-3-15	Gjerlands-Isvatnet
930-7956	DOM11925	1432-2-205 Femtevatnet	1432-2-205	Femtevatnet
930-7956	DOM11926	1432-1-7 Nordvatnet	1432-1-7	Nordvatnet
930-7957	DOM11917	1432-2-20 Steinbotsvatna	1432-2-20	Steinbotsvatna
930-7957	DOM11918	1432-1-25 Nes-Isvatnet	1432-1-25	Nes-Isvatnet
930-7957	DOM11919	1432-3-15 Gjerlands-Isvatnet	1432-3-15	Gjerlands-Isvatnet
930-7957	DOM11920	1432-2-205 Femtevatnet	1432-2-205	Femtevatnet
930-7957	DOM11921	1432-1-7 Nordvatnet	1432-1-7	Nordvatnet
930-7958	DOM11927	1430-1-13 Jakobsvatnet	1430-1-13	Jakobsvatnet
930-7958	DOM11928	1430-1-65 HOH 520	1430-1-65	HOH 520
930-7959	DOM11929	1430-1-13 Jakobsvatnet	1430-1-13	Jakobsvatnet
930-7959	DOM11930	1430-1-65 HOH 520	1430-1-65	HOH 520
930-7960	DOM11931	1445-2-9 Blådalsvatnet	1445-2-9	Blådalsvatnet
930-7960	DOM11932	1445-2-3 Vardevatnet	1445-2-3	Vardevatnet
930-7960	DOM11933	1445-2-21 Traudalsvatnet	1445-2-21	Traudalsvatnet
930-7960	DOM11934	1445-2-8 Skjerdalsvatnet	1445-2-8	Skjerdalsvatnet
930-7961	DOM11935	1445-2-9 Blådalsvatnet	1445-2-9	Blådalsvatnet
930-7961	DOM11936	1445-2-3 Vardevatnet	1445-2-3	Vardevatnet
930-7961	DOM11937	1445-2-21 Traudalsvatnet	1445-2-21	Traudalsvatnet
930-7961	DOM11938	1445-2-8 Skjerdalsvatnet	1445-2-8	Skjerdalsvatnet
930-7962	DOM11939	1411-1-10 Maletjørna	1411-1-10	Maletjørna
930-7962	DOM11940	1411-2-17 Holmevatnet	1411-2-17	Holmevatnet
930-7962	DOM11941	1411-2-34 Botnavatnet	1411-2-34	Botnavatnet
930-7963	DOM11942	1411-1-10 Maletjørna	1411-1-10	Maletjørna
930-7963	DOM11943	1411-2-17 Holmevatnet	1411-2-17	Holmevatnet
930-7963	DOM11944	1411-2-34 Botnavatnet	1411-2-34	Botnavatnet
930-7964	DOM11945	1413-1-33 Gåsevatnet	1413-1-33	Gåsevatnet
930-7965	DOM11946	1413-1-33 Gåsevatnet	1413-1-33	Gåsevatnet
930-7966	DOM11947	1416-1-5 HOH 1110	1416-1-5	HOH 1110
930-7966	DOM11948	1416-2-28 HOH 729	1416-2-28	HOH 729
930-7966	DOM11949	1416-2-27 HOH 761	1416-2-27	HOH 761
930-7966	DOM11950	1416-2-6 Blåfjellvatnet	1416-2-6	Blåfjellvatnet
930-7966	DOM11951	1416-1-21 Dyttingane	1416-1-21	Dyttingane
930-7966	DOM11952	1416-1-3 Tirskardvatnet	1416-1-3	Tirskardvatnet
930-7967	DOM11953	1416-1-5 HOH 1110	1416-1-5	HOH 1110
930-7967	DOM11954	1416-2-28 HOH 729	1416-2-28	HOH 729
930-7967	DOM11955	1416-2-27 HOH 761	1416-2-27	HOH 761
930-7967	DOM11956	1416-2-6 Blåfjellvatnet	1416-2-6	Blåfjellvatnet
930-7967	DOM11957	1416-1-21 Dyttingane	1416-1-21	Dyttingane
930-7967	DOM11958	1416-1-3 Tirskardvatnet	1416-1-3	Tirskardvatnet
930-7968	DOM11963	1431-2-26 HOH 1308	1431-2-26	HOH 1308
930-7968	DOM11964	1431-2-5 Gjesdalsvatnet	1431-2-5	Gjesdalsvatnet
930-7968	DOM11965	1431-4-6 Jølstravatnet	1431-4-6	Jølstravatnet
930-7968	DOM11966	1431-2-35 Håheimsvatnet	1431-2-35	Håheimsvatnet
930-7969	DOM11959	1431-2-26 HOH 1308	1431-2-26	HOH 1308
930-7969	DOM11960	1431-2-5 Gjesdalsvatnet	1431-2-5	Gjesdalsvatnet
930-7969	DOM11961	1431-4-6 Jølstravatnet	1431-4-6	Jølstravatnet
930-7969	DOM11962	1431-2-35 Håheimsvatnet	1431-2-35	Håheimsvatnet
930-7971	DOM11967	1426-1-23 Røykjedalsvatnet	1426-1-23	Røykjedalsvatnet
930-7971	DOM11968	1426-1-6 HOH 1335	1426-1-6	HOH 1335
930-7971	DOM11969	1426-2-29 Krongeltjørni	1426-2-29	Krongeltjørni
930-7971	DOM11970	1426-2-22 Nedre Mjølkedalstjørn	1426-2-22	Nedre Mjølkedalstjørn
930-7971	DOM11971	1426-1-22 HOH 1475	1426-1-22	HOH 1475
930-7971	DOM11972	1426-2-13 HOH 1488	1426-2-13	HOH 1488
930-7971	DOM11973	1426-3-19 Åsetvatnet	1426-3-19	Åsetvatnet
930-7972	DOM11974	1426-1-23 Røykjedalsvatnet	1426-1-23	Røykjedalsvatnet
930-7972	DOM11975	1426-1-6 HOH 1335	1426-1-6	HOH 1335
930-7972	DOM11976	1426-2-29 Krongeltjørni	1426-2-29	Krongeltjørni
930-7972	DOM11977	1426-2-22 Nedre Mjølkedalstjørn	1426-2-22	Nedre Mjølkedalstjørn
930-7972	DOM11978	1426-1-22 HOH 1475	1426-1-22	HOH 1475
930-7972	DOM11979	1426-2-13 HOH 1488	1426-2-13	HOH 1488
930-7972	DOM11980	1426-3-19 Åsetvatnet	1426-3-19	Åsetvatnet
930-7973	DOM11986	1422-2-19 Langetjørnane	1422-2-19	Langetjørnane
930-7973	DOM11987	1422-2-25 Æråkstjørni	1422-2-25	Æråkstjørni
930-7973	DOM11988	1422-1-4 Fossavotni	1422-1-4	Fossavotni
930-7973	DOM11989	1422-3-18 Starsjøen	1422-3-18	Starsjøen
930-7973	DOM11990	1422-1-2 HOH 1539	1422-1-2	HOH 1539
930-7974	DOM11981	1422-2-19 Langetjørnane	1422-2-19	Langetjørnane
930-7974	DOM11982	1422-2-25 Æråkstjørni	1422-2-25	Æråkstjørni
930-7974	DOM11983	1422-1-4 Fossavotni	1422-1-4	Fossavotni
930-7974	DOM11984	1422-3-18 Starsjøen	1422-3-18	Starsjøen
930-7974	DOM11985	1422-1-2 HOH 1539	1422-1-2	HOH 1539
930-7975	DOM11994	1433-1-30 Einevollsvatnet	1433-1-30	Einevollsvatnet
930-7975	DOM11995	1433-3-23 Trodalsvatnet	1433-3-23	Trodalsvatnet
930-7975	DOM11996	1433-1-37 Svartevatnet	1433-1-37	Svartevatnet
930-7976	DOM11991	1433-1-30 Einevollsvatnet	1433-1-30	Einevollsvatnet
930-7976	DOM11992	1433-3-23 Trodalsvatnet	1433-3-23	Trodalsvatnet
930-7976	DOM11993	1433-1-37 Svartevatnet	1433-1-37	Svartevatnet
930-7977	DOM11997	1441-3-29 Dalsbøvatnet	1441-3-29	Dalsbøvatnet
930-7978	DOM11998	1441-3-29 Dalsbøvatnet	1441-3-29	Dalsbøvatnet
930-7979	DOM11999	1420-2-12 Storavatnet	1420-2-12	Storavatnet
930-7979	DOM12000	1420-1-1 Kollsetervatnet	1420-1-1	Kollsetervatnet
930-7979	DOM12001	1420-3-20 Dalavatnet	1420-3-20	Dalavatnet
930-7980	DOM12002	1420-2-12 Storavatnet	1420-2-12	Storavatnet
930-7980	DOM12003	1420-1-1 Kollsetervatnet	1420-1-1	Kollsetervatnet
930-7980	DOM12004	1420-3-20 Dalavatnet	1420-3-20	Dalavatnet
930-7981	DOM12005	1412-1-9 Gardavatnet	1412-1-9	Gardavatnet
930-7981	DOM12006	1412-1-19 Krokevatnet	1412-1-19	Krokevatnet
930-7981	DOM12007	1412-2-7 Engevikvatnet	1412-2-7	Engevikvatnet
930-7982	DOM12008	1412-1-9 Gardavatnet	1412-1-9	Gardavatnet
930-7982	DOM12009	1412-1-19 Krokevatnet	1412-1-19	Krokevatnet
930-7982	DOM12010	1412-1-9 Gardavatnet	1412-2-7	Engevikvatnet
930-7983	DOM12011	1449-4-2 Lovatnet	1449-4-2	Lovatnet
930-7984	DOM12012	1449-4-2 Lovatnet	1449-4-2	Lovatnet
930-7985	DOM12013	1417-1-29 HOH 1171	1417-1-29	HOH 1171
930-7986	DOM12014	1417-1-29 HOH 1171	1417-1-29	HOH 1171
930-7987	DOM12015	1424-1-12 Fjellvatnet	1424-1-12	Fjellvatnet
930-7987	DOM12016	1424-2-30 Hyttedalsvatnet	1424-2-30	Hyttedalsvatnet
930-7987	DOM12017	1424-1-14 Reinsgravtjørni	1424-1-14	Reinsgravtjørni
930-7987	DOM12018	1424-2-11 HOH 1430	1424-2-11	HOH 1430
930-7988	DOM12019	1424-1-12 Fjellvatnet	1424-1-12	Fjellvatnet
930-7988	DOM12020	1424-2-30 Hyttedalsvatnet	1424-2-30	Hyttedalsvatnet
930-7988	DOM12021	1424-1-14 Reinsgravtjørni	1424-1-14	Reinsgravtjørni
930-7988	DOM12022	1424-2-11 HOH 1430	1424-2-11	HOH 1430
930-7989	DOM12023	1622-2-4 Austvatnet	1622-2-4	Austvatnet
930-7989	DOM12024	1622-1-5 Nedre Hanstjørna	1622-1-5	Nedre Hanstjørna
930-7989	DOM12025	1622-2-5 Lauvvatnet	1622-2-5	Lauvvatnet
930-7989	DOM12026	1622-1-17 Holtvatnet	1622-1-17	Holtvatnet
930-7990	DOM12027	1622-2-4 Austvatnet	1622-2-4	Austvatnet
930-7990	DOM12028	1622-1-5 Nedre Hanstjørna	1622-1-5	Nedre Hanstjørna
930-7990	DOM12029	1622-2-5 Lauvvatnet	1622-2-5	Lauvvatnet
930-7990	DOM12030	1622-1-17 Holtvatnet	1622-1-17	Holtvatnet
930-7993	DOM12035	1627-2-12 Ryvatnet	1627-2-12	Ryvatnet
930-7994	DOM12036	1627-2-12 Ryvatnet	1627-2-12	Ryvatnet
930-7995	DOM12037	1620-2-13 Tuvnesvatnet	1620-2-13	Tuvnesvatnet
930-7995	DOM12038	1620-1-2 Rådalsvatnet	1620-1-2	Rådalsvatnet
930-7996	DOM12039	1620-2-13 Tuvnesvatnet	1620-2-13	Tuvnesvatnet
930-7996	DOM12040	1620-1-2 Rådalsvatnet	1620-1-2	Rådalsvatnet
930-7997	DOM12041	1612-3-12 Heimsvatnet	1612-3-12	Heimsvatnet
930-7998	DOM12042	1612-3-12 Heimsvatnet	1612-3-12	Heimsvatnet
930-7999	DOM12043	1617-1-4 Husvatnet	1617-1-4	Husvatnet
930-7999	DOM12044	1617-2-6 HOH 66	1617-2-6	HOH 66
930-7999	DOM12045	1617-1-10 Ulvvågvatnet	1617-1-10	Ulvvågvatnet
930-7999	DOM12046	1617-1-1 Langvatnet	1617-1-1	Langvatnet
930-7999	DOM12047	2011-1-12 HOH 407	1617-1-12	HOH 40
930-7999	DOM12048	1617-2-2 Jevikvatnet	1617-2-2	Jevikvatnet
930-8000	DOM12049	1617-1-4 Husvatnet	1617-1-4	Husvatnet
930-8000	DOM12050	1617-2-6 HOH 66	1617-2-6	HOH 66
930-8000	DOM12051	1617-1-10 Ulvvågvatnet	1617-1-10	Ulvvågvatnet
930-8000	DOM12052	1617-1-1 Langvatnet	1617-1-1	Langvatnet
930-8000	DOM12053	1617-1-12 HOH 40	1617-1-12	HOH 40
930-8000	DOM12054	1617-2-2 Jevikvatnet	1617-2-2	Jevikvatnet
930-8001	DOM12055	1636-1-15 Snipvatna	1636-1-15	Snipvatna
930-8001	DOM12056	1636-1-6 Litleholtvatnet	1636-1-6	Litleholtvatnet
930-8002	DOM12057	1636-1-15 Snipvatna	1636-1-15	Snipvatna
930-8002	DOM12058	1636-1-6 Litleholtvatnet	1636-1-6	Litleholtvatnet
930-8003	DOM12059	1653-2-10 Krokuttjørna	1653-2-10	Krokuttjørna
930-8003	DOM12060	1653-3-10 Benna	1653-3-10	Benna
930-8004	DOM12061	1653-2-10 Krokuttjørna	1653-2-10	Krokuttjørna
930-8004	DOM12062	1653-3-10 Benna	1653-3-10	Benna
930-8005	DOM12063	1648-2-15 Langvatnet	1648-2-15	Langvatnet
930-8005	DOM12064	1648-1-11 Vardetjørna	1648-1-11	Vardetjørna
930-8005	DOM12065	1648-1-3 Brekkesetertj.	1648-1-3	Brekkesetertj.
930-8006	DOM12066	1648-2-15 Langvatnet	1648-2-15	Langvatnet
930-8006	DOM12067	1648-1-11 Vardetjørna	1648-1-11	Vardetjørna
930-8006	DOM12068	1648-1-3 Brekkesetertj.	1648-1-3	Brekkesetertj.
930-8008	DOM12073	1634-1-20 HOH 1057	1634-1-20	HOH 1057
930-8008	DOM12074	1634-3-2 Orkelsjøen	1634-3-2	Orkelsjøen
930-8008	DOM12075	1634-1-8 Sattja	1634-1-8	Sattja
930-8008	DOM12076	1634-3-5 Ångardsvatnet	1634-3-5	Ångardsvatnet
930-8008	DOM12077	1634-1-14 HOH 950	1634-1-14	HOH 950
930-8009	DOM12078	1634-1-20 HOH 1057	1634-1-20	HOH 1057
930-8009	DOM12079	1634-3-2 Orkelsjøen	1634-3-2	Orkelsjøen
930-8009	DOM12080	1634-1-8 Sattja	1634-1-8	Sattja
930-8009	DOM12081	1634-3-5 Ångardsvatnet	1634-3-5	Ångardsvatnet
930-8009	DOM12082	1634-1-14 HOH 950	1634-1-14	HOH 950
930-8010	DOM12083	1638-1-16 Midtvatnet	1638-1-16	Midtvatnet
930-8010	DOM12084	1638-2-3 Husdalsvatnet	1638-2-3	Husdalsvatnet
930-8011	DOM12085	1638-1-16 Midtvatnet	1638-1-16	Midtvatnet
930-8011	DOM12086	1638-2-3 Husdalsvatnet	1638-2-3	Husdalsvatnet
930-8012	DOM12088	1624-1-23 Sørvikvatnet	1624-1-23	Sørvikvatnet
930-8013	DOM12087	1624-1-23 Sørvikvatnet	1624-1-23	Sørvikvatnet
930-8014	DOM12089	1632-2-1 Storheitjørnin	1632-2-1	Storheitjørnin
930-8015	DOM12090	1632-2-1 Storheitjørnin	1632-2-1	Storheitjørnin
930-8016	DOM12091	1640-3-4 Styggsjøane	1640-3-4	Styggsjøane
930-8016	DOM12092	1640-1-22 Heggrøsttjørnane	1640-1-22	Heggrøsttjørnane
930-8016	DOM12093	1640-1-9 HOH 808	1640-1-9	HOH 808
930-8016	DOM12094	1640-2-18 Skebrosjøane	1640-2-18	Skebrosjøane
930-8016	DOM12095	1640-3-7 Midtre Muggsjøen	1640-3-7	Midtre Muggsjøen
930-8016	DOM12096	1640-3-3 Djupsjøen	1640-3-3	Djupsjøen
930-8016	DOM12097	1640-4-1 Aursunden	1640-4-1	Aursunden
930-8016	DOM12098	1640-603 Tufsingen	1640-603	Tufsingen
930-8016	DOM12099	1640-2-19 Vedtjørna	1640-2-19	Vedtjørna
930-8016	DOM12100	1640-1-13 Monstjørna	1640-1-13	Monstjørna
930-8016	DOM12101	1640-2-17 Store Fjellsjøen	1640-2-17	Store Fjellsjøen
930-8017	DOM12102	1640-3-4 Styggsjøane	1640-3-4	Styggsjøane
930-8017	DOM12103	1640-1-22 Heggrøsttjørnane	1640-1-22	Heggrøsttjørnane
930-8017	DOM12104	1640-1-9 HOH 808	1640-1-9	HOH 808
930-8017	DOM12105	1640-2-18 Skebrosjøane	1640-2-18	Skebrosjøane
930-8017	DOM12106	1640-3-7 Midtre Muggsjøen	1640-3-7	Midtre Muggsjøen
930-8017	DOM12107	1640-3-3 Djupsjøen	1640-3-3	Djupsjøen
930-8017	DOM12108	1640-4-1 Aursunden	1640-4-1	Aursunden
930-8017	DOM12109	1640-603 Tufsingen	1640-603	Tufsingen
930-8017	DOM12110	1640-2-19 Vedtjørna	1640-2-19	Vedtjørna
930-8017	DOM12111	1640-1-13 Monstjørna	1640-1-13	Monstjørna
930-8017	DOM12112	1640-2-17 Store Fjellsjøen	1640-2-17	Store Fjellsjøen
930-8018	DOM12113	1657-3-9 Laugen	1657-3-9	Laugen
930-8019	DOM12114	1657-3-9 Laugen	1657-3-9	Laugen
930-8020	DOM12115	1613-2-7 HOH 676	1613-2-7	HOH 676
930-8020	DOM12116	1613-1-18 Botntjørna	1613-1-18	Botntjørna
930-8021	DOM12117	1613-2-7 HOH 676	1613-2-7	HOH 676
930-8021	DOM12118	1613-1-18 Botntjørna	1613-1-18	Botntjørna
930-8026	DOM12119	1630-1-19 Åsmundvatnet	1630-1-19	Åsmundvatnet
